ID,region_parent,region_child,region_grandchild,NX,NY
2685,경상북도,청송군,현동면,96,100
2686,경상북도,청송군,현서면,94,100
2687,경상북도,청송군,안덕면,95,100
2688,경상북도,청송군,파천면,96,104
2689,경상북도,청송군,진보면,96,105
2690,경상북도,영양군,영양읍,97,108
2691,경상북도,영양군,입암면,97,106
2692,경상북도,영양군,청기면,96,108
2693,경상북도,영양군,일월면,98,109
2694,경상북도,영양군,수비면,99,110
2695,경상북도,영양군,석보면,98,106
2696,경상북도,영덕군,영덕읍,102,103
2697,경상북도,영덕군,강구면,102,102
2698,경상북도,영덕군,남정면,102,100
2699,경상북도,영덕군,달산면,101,102
2700,경상북도,영덕군,지품면,100,103
2701,경상북도,영덕군,축산면,103,105
2702,경상북도,영덕군,영해면,103,105
2703,경상북도,영덕군,병곡면,103,107
2704,경상북도,영덕군,창수면,102,106
2705,경상북도,청도군,화양읍,91,86
2706,경상북도,청도군,청도읍,92,86
2707,경상북도,청도군,각남면,90,85
2708,경상북도,청도군,풍각면,89,85
2709,경상북도,청도군,각북면,89,86
2710,경상북도,청도군,이서면,90,86
2711,경상북도,청도군,운문면,95,87
2712,경상북도,청도군,금천면,94,87
2713,경상북도,청도군,매전면,94,86
2714,경상북도,고령군,대가야읍,83,87
2715,경상북도,고령군,덕곡면,82,88
2716,경상북도,고령군,운수면,84,88
2717,경상북도,고령군,성산면,85,88
2718,경상북도,고령군,다산면,86,89
2719,경상북도,고령군,개진면,85,87
2720,경상북도,고령군,우곡면,84,86
2721,경상북도,고령군,쌍림면,83,86
2722,경상북도,성주군,성주읍,83,91
2723,경상북도,성주군,선남면,85,91
2724,경상북도,성주군,용암면,84,90
2725,경상북도,성주군,수륜면,82,89
2726,경상북도,성주군,가천면,81,91
2727,경상북도,성주군,금수면,81,91
2728,경상북도,성주군,대가면,82,91
2729,경상북도,성주군,벽진면,82,92
2730,경상북도,성주군,초전면,83,93
2731,경상북도,성주군,월항면,84,92
2732,경상북도,칠곡군,왜관읍,85,93
2733,경상북도,칠곡군,북삼읍,84,94
2734,경상북도,칠곡군,석적읍,85,94
2735,경상북도,칠곡군,지천면,87,92
2736,경상북도,칠곡군,동명면,88,93
2737,경상북도,칠곡군,가산면,88,95
2738,경상북도,칠곡군,약목면,85,94
2739,경상북도,칠곡군,기산면,85,93
2740,경상북도,예천군,예천읍,86,107
2741,경상북도,예천군,용문면,85,108
2742,경상북도,예천군,감천면,87,109
2743,경상북도,예천군,보문면,87,108
2744,경상북도,예천군,호명면,86,106
2745,경상북도,예천군,유천면,85,107
2746,경상북도,예천군,용궁면,83,106
2747,경상북도,예천군,개포면,84,106
2748,경상북도,예천군,지보면,85,105
2749,경상북도,예천군,풍양면,83,104
2750,경상북도,예천군,효자면,85,110
2751,경상북도,예천군,은풍면,86,109
2752,경상북도,봉화군,봉화읍,91,113
2753,경상북도,봉화군,물야면,90,115
2754,경상북도,봉화군,봉성면,92,113
2755,경상북도,봉화군,법전면,93,113
2756,경상북도,봉화군,춘양면,94,114
2757,경상북도,봉화군,소천면,95,114
2758,경상북도,봉화군,재산면,95,111
2759,경상북도,봉화군,명호면,93,112
2760,경상북도,봉화군,상운면,91,111
2761,경상북도,봉화군,석포면,96,116
2762,경상북도,울진군,울진읍,102,115
2763,경상북도,울진군,평해읍,103,110
2764,경상북도,울진군,북면,101,118
2765,경상북도,울진군,근남면,102,115
2766,경상북도,울진군,기성면,103,111
2767,경상북도,울진군,온정면,101,109
2768,경상북도,울진군,죽변면,102,117
2769,경상북도,울진군,후포면,103,109
2770,경상북도,울진군,금강송면,99,114
2771,경상북도,울진군,매화면,102,114
2772,경상북도,울릉군,울릉읍,127,127
2773,경상북도,울릉군,서면,126,127
2774,경상북도,울릉군,북면,127,129
2775,경상북도,울릉군,독도,144,123
2776,경상남도,창원시의창구,동읍,91,78
2777,경상남도,창원시의창구,북면,89,79
2778,경상남도,창원시의창구,대산면,91,79
2779,경상남도,창원시의창구,의창동,90,77
2780,경상남도,창원시의창구,팔룡동,90,77
2781,경상남도,창원시의창구,명곡동,90,77
2782,경상남도,창원시의창구,봉림동,91,77
2783,경상남도,창원시성산구,반송동,91,77
2784,경상남도,창원시성산구,용지동,91,77
2785,경상남도,창원시성산구,중앙동,91,77
2786,경상남도,창원시성산구,상남동,91,76
2787,경상남도,창원시성산구,사파동,91,76
2788,경상남도,창원시성산구,가음정동,91,76
2789,경상남도,창원시성산구,성주동,91,76
2790,경상남도,창원시성산구,웅남동,90,76
2791,경상남도,창원시마산합포구,구산면,89,74
2792,경상남도,창원시마산합포구,진동면,88,74
2793,경상남도,창원시마산합포구,진북면,87,74
2794,경상남도,창원시마산합포구,진전면,86,74
2795,경상남도,창원시마산합포구,현동,89,75
2796,경상남도,창원시마산합포구,가포동,89,75
2797,경상남도,창원시마산합포구,월영동,89,76
2798,경상남도,창원시마산합포구,문화동,89,76
2799,경상남도,창원시마산합포구,중앙동,89,76
2800,경상남도,창원시마산합포구,완월동,89,76
2801,경상남도,창원시마산합포구,자산동,89,76
2802,경상남도,창원시마산합포구,교방동,89,76
2803,경상남도,창원시마산합포구,오동동,89,76
2804,경상남도,창원시마산합포구,합포동,89,76
2805,경상남도,창원시마산합포구,산호동,89,76
2806,경상남도,창원시마산회원구,내서읍,88,77
2807,경상남도,창원시마산회원구,회원1동,89,76
2808,경상남도,창원시마산회원구,회원2동,89,76
2809,경상남도,창원시마산회원구,석전동,89,77
2810,경상남도,창원시마산회원구,회성동,89,77
2811,경상남도,창원시마산회원구,양덕1동,89,77
2812,경상남도,창원시마산회원구,양덕2동,89,77
2813,경상남도,창원시마산회원구,합성1동,89,77
2814,경상남도,창원시마산회원구,합성2동,89,77
2815,경상남도,창원시마산회원구,구암1동,89,77
2816,경상남도,창원시마산회원구,구암2동,89,77
2817,경상남도,창원시마산회원구,봉암동,89,76
2818,경상남도,창원시진해구,충무동,91,75
2819,경상남도,창원시진해구,여좌동,91,75
2820,경상남도,창원시진해구,태백동,91,75
2821,경상남도,창원시진해구,경화동,91,75
2822,경상남도,창원시진해구,병암동,91,75
2823,경상남도,창원시진해구,석동,91,75
2824,경상남도,창원시진해구,이동,91,75
2825,경상남도,창원시진해구,자은동,91,75
2826,경상남도,창원시진해구,덕산동,91,75
2827,경상남도,창원시진해구,풍호동,91,75
2828,경상남도,창원시진해구,웅천동,92,74
2829,경상남도,창원시진해구,웅동1동,93,75
2830,경상남도,창원시진해구,웅동2동,93,74
2831,경상남도,진주시,문산읍,82,75
2832,경상남도,진주시,내동면,80,75
2833,경상남도,진주시,정촌면,81,74
2834,경상남도,진주시,금곡면,82,73
2835,경상남도,진주시,진성면,83,75
2836,경상남도,진주시,일반성면,84,75
2837,경상남도,진주시,이반성면,85,75
2838,경상남도,진주시,사봉면,84,75
2839,경상남도,진주시,지수면,83,76
2840,경상남도,진주시,대곡면,82,77
2841,경상남도,진주시,금산면,81,76
2842,경상남도,진주시,집현면,80,76
2843,경상남도,진주시,미천면,81,78
2844,경상남도,진주시,명석면,79,76
2845,경상남도,진주시,대평면,78,76
2846,경상남도,진주시,수곡면,77,75
2847,경상남도,진주시,천전동,80,75
2848,경상남도,진주시,성북동,80,76
2849,경상남도,진주시,중앙동,80,75
2850,경상남도,진주시,상봉동,80,76
2851,경상남도,진주시,상대동,81,75
2852,경상남도,진주시,하대동,81,75
2853,경상남도,진주시,상평동,81,75
2854,경상남도,진주시,초장동,81,76
2855,경상남도,진주시,평거동,79,75
2856,경상남도,진주시,신안동,80,75
2857,경상남도,진주시,이현동,80,75
2858,경상남도,진주시,판문동,80,75
2859,경상남도,진주시,가호동,81,75
2860,경상남도,진주시,충무공동,81,75
2861,경상남도,통영시,산양읍,86,67
2862,경상남도,통영시,용남면,87,68
2863,경상남도,통영시,도산면,85,69
2864,경상남도,통영시,광도면,86,69
2865,경상남도,통영시,욕지면,84,63
2866,경상남도,통영시,한산면,88,66
2867,경상남도,통영시,사량면,83,68
2868,경상남도,통영시,도천동,86,68
2869,경상남도,통영시,명정동,86,68
2870,경상남도,통영시,중앙동,87,68
2871,경상남도,통영시,정량동,87,68
2872,경상남도,통영시,북신동,87,68
2873,경상남도,통영시,미수동,86,68
2874,경상남도,통영시,봉평동,86,68
2875,경상남도,통영시,무전동,87,68
2876,경상남도,사천시,사천읍,80,73
2877,경상남도,사천시,정동면,81,72
2878,경상남도,사천시,사남면,80,72
2879,경상남도,사천시,용현면,80,71
2880,경상남도,사천시,축동면,80,74
2881,경상남도,사천시,곤양면,78,72
2882,경상남도,사천시,곤명면,78,74
2883,경상남도,사천시,서포면,78,71
2884,경상남도,사천시,동서동,80,70
2885,경상남도,사천시,선구동,80,70
2886,경상남도,사천시,동서금동,80,70
2887,경상남도,사천시,벌용동,80,70
2888,경상남도,사천시,향촌동,81,70
2889,경상남도,사천시,남양동,80,71
2890,경상남도,김해시,진영읍,92,78
2891,경상남도,김해시,주촌면,93,77
2892,경상남도,김해시,진례면,92,77
2893,경상남도,김해시,한림면,93,79
2894,경상남도,김해시,생림면,94,79
2895,경상남도,김해시,상동면,95,78
2896,경상남도,김해시,대동면,96,77
2897,경상남도,김해시,동상동,94,77
2898,경상남도,김해시,회현동,94,77
2899,경상남도,김해시,부원동,94,77
2900,경상남도,김해시,내외동,94,77
2901,경상남도,김해시,북부동,94,77
2902,경상남도,김해시,칠산서부동,94,76
2903,경상남도,김해시,활천동,95,77
2904,경상남도,김해시,삼안동,95,77
2905,경상남도,김해시,불암동,95,77
2906,경상남도,김해시,장유1동,93,76
2907,경상남도,김해시,장유2동,93,76
2908,경상남도,김해시,장유3동,93,76
2909,경상남도,밀양시,삼랑진읍,93,80
2910,경상남도,밀양시,하남읍,91,80
2911,경상남도,밀양시,부북면,91,83
2912,경상남도,밀양시,상동면,92,84
2913,경상남도,밀양시,산외면,93,83
2914,경상남도,밀양시,산내면,94,84
2915,경상남도,밀양시,단장면,94,83
2916,경상남도,밀양시,상남면,92,81
2917,경상남도,밀양시,초동면,91,81
2918,경상남도,밀양시,무안면,90,82
2919,경상남도,밀양시,청도면,90,83
2920,경상남도,밀양시,내일동,92,82
2921,경상남도,밀양시,내이동,92,82
2922,경상남도,밀양시,삼문동,92,82
2923,경상남도,밀양시,가곡동,92,82
2924,경상남도,밀양시,교동,92,83
2925,경상남도,거제시,일운면,92,68
2926,경상남도,거제시,동부면,90,68
2927,경상남도,거제시,남부면,90,66
2928,경상남도,거제시,거제면,89,68
2929,경상남도,거제시,둔덕면,88,68
2930,경상남도,거제시,사등면,88,70
2931,경상남도,거제시,연초면,91,70
2932,경상남도,거제시,하청면,91,71
2933,경상남도,거제시,장목면,91,71
2934,경상남도,거제시,장승포동,92,69
2935,경상남도,거제시,능포동,92,69
2936,경상남도,거제시,아주동,91,69
2937,경상남도,거제시,옥포1동,91,69
2938,경상남도,거제시,옥포2동,91,69
2939,경상남도,거제시,장평동,90,69
2940,경상남도,거제시,고현동,90,69
2941,경상남도,거제시,상문동,90,69
2942,경상남도,거제시,수양동,91,69
2943,경상남도,양산시,물금읍,96,78
2944,경상남도,양산시,동면,98,79
2945,경상남도,양산시,원동면,95,80
2946,경상남도,양산시,상북면,97,81
2947,경상남도,양산시,하북면,98,82
2948,경상남도,양산시,중앙동,97,79
2949,경상남도,양산시,양주동,97,79
2950,경상남도,양산시,삼성동,97,79
2951,경상남도,양산시,강서동,97,79
2952,경상남도,양산시,서창동,99,81
2953,경상남도,양산시,소주동,99,81
2954,경상남도,양산시,평산동,99,80
2955,경상남도,양산시,덕계동,99,80
2956,경상남도,의령군,의령읍,83,78
2957,경상남도,의령군,가례면,83,78
2958,경상남도,의령군,칠곡면,82,79
2959,경상남도,의령군,대의면,81,79
2960,경상남도,의령군,화정면,82,77
2961,경상남도,의령군,용덕면,84,79
2962,경상남도,의령군,정곡면,84,80
2963,경상남도,의령군,지정면,85,80
2964,경상남도,의령군,낙서면,85,82
2965,경상남도,의령군,부림면,84,81
2966,경상남도,의령군,봉수면,83,82
2967,경상남도,의령군,궁류면,83,81
2968,경상남도,의령군,유곡면,84,81
2969,경상남도,함안군,가야읍,86,77
2970,경상남도,함안군,칠원읍,88,78
2971,경상남도,함안군,함안면,86,77
2972,경상남도,함안군,군북면,85,77
2973,경상남도,함안군,법수면,85,78
2974,경상남도,함안군,대산면,86,79
2975,경상남도,함안군,칠서면,87,79
2976,경상남도,함안군,칠북면,88,79
2977,경상남도,함안군,산인면,86,77
2978,경상남도,함안군,여항면,86,76
2979,경상남도,창녕군,창녕읍,87,83
2980,경상남도,창녕군,남지읍,87,80
2981,경상남도,창녕군,고암면,88,84
2982,경상남도,창녕군,성산면,87,85
2983,경상남도,창녕군,대합면,87,85
2984,경상남도,창녕군,이방면,85,84
2985,경상남도,창녕군,유어면,86,82
2986,경상남도,창녕군,대지면,87,84
2987,경상남도,창녕군,계성면,88,82
2988,경상남도,창녕군,영산면,88,81
2989,경상남도,창녕군,장마면,87,81
2990,경상남도,창녕군,도천면,88,81
2991,경상남도,창녕군,길곡면,89,80
2992,경상남도,창녕군,부곡면,89,81
2993,경상남도,고성군,고성읍,85,71
2994,경상남도,고성군,삼산면,84,70
2995,경상남도,고성군,하일면,82,70
2996,경상남도,고성군,하이면,81,70
2997,경상남도,고성군,상리면,82,71
2998,경상남도,고성군,대가면,84,72
2999,경상남도,고성군,영현면,82,72
3000,경상남도,고성군,영오면,83,74
3001,경상남도,고성군,개천면,83,73
3002,경상남도,고성군,구만면,85,73
3003,경상남도,고성군,회화면,85,73
3004,경상남도,고성군,마암면,85,73
3005,경상남도,고성군,동해면,86,72
3006,경상남도,고성군,거류면,86,71
3007,경상남도,남해군,남해읍,77,68
3008,경상남도,남해군,이동면,78,67
3009,경상남도,남해군,상주면,79,65
3010,경상남도,남해군,삼동면,79,67
3011,경상남도,남해군,미조면,80,65
3012,경상남도,남해군,남면,77,66
3013,경상남도,남해군,서면,76,67
3014,경상남도,남해군,고현면,77,69
3015,경상남도,남해군,설천면,77,69
3016,경상남도,남해군,창선면,79,68
3017,경상남도,하동군,하동읍,74,73
3018,경상남도,하동군,화개면,72,75
3019,경상남도,하동군,악양면,74,75
3020,경상남도,하동군,적량면,75,73
3021,경상남도,하동군,횡천면,75,73
3022,경상남도,하동군,고전면,76,72
3023,경상남도,하동군,금남면,76,70
3024,경상남도,하동군,진교면,77,72
3025,경상남도,하동군,양보면,76,72
3026,경상남도,하동군,북천면,77,74
3027,경상남도,하동군,청암면,75,74
3028,경상남도,하동군,옥종면,77,75
3029,경상남도,하동군,금성면,75,70
3030,경상남도,산청군,산청읍,76,80
3031,경상남도,산청군,차황면,77,81
3032,경상남도,산청군,오부면,76,81
3033,경상남도,산청군,생초면,76,82
3034,경상남도,산청군,금서면,76,80
3035,경상남도,산청군,삼장면,76,78
3036,경상남도,산청군,시천면,76,77
3037,경상남도,산청군,단성면,78,78
3038,경상남도,산청군,신안면,78,78
3039,경상남도,산청군,생비량면,79,79
3040,경상남도,산청군,신등면,79,80
3041,경상남도,함양군,함양읍,74,82
3042,경상남도,함양군,마천면,73,80
3043,경상남도,함양군,휴천면,74,82
3044,경상남도,함양군,유림면,75,81
3045,경상남도,함양군,수동면,75,82
3046,경상남도,함양군,지곡면,74,83
3047,경상남도,함양군,안의면,75,85
3048,경상남도,함양군,서하면,73,85
3049,경상남도,함양군,서상면,73,86
3050,경상남도,함양군,백전면,72,83
3051,경상남도,함양군,병곡면,73,83
3052,경상남도,거창군,거창읍,77,86
3053,경상남도,거창군,주상면,77,87
3054,경상남도,거창군,웅양면,77,89
3055,경상남도,거창군,고제면,76,89
3056,경상남도,거창군,북상면,75,88
3057,경상남도,거창군,위천면,75,87
3058,경상남도,거창군,마리면,76,86
3059,경상남도,거창군,남상면,77,85
3060,경상남도,거창군,남하면,77,86
3061,경상남도,거창군,신원면,77,84
3062,경상남도,거창군,가조면,79,87
3063,경상남도,거창군,가북면,78,88
3064,경상남도,합천군,합천읍,81,84
3065,경상남도,합천군,봉산면,79,85
3066,경상남도,합천군,묘산면,80,86
3067,경상남도,합천군,가야면,81,88
3068,경상남도,합천군,야로면,81,87
3069,경상남도,합천군,율곡면,82,84
3070,경상남도,합천군,초계면,83,83
3071,경상남도,합천군,쌍책면,83,84
3072,경상남도,합천군,덕곡면,85,85
3073,경상남도,합천군,청덕면,84,84
3074,경상남도,합천군,적중면,83,83
3075,경상남도,합천군,대양면,82,83
3076,경상남도,합천군,쌍백면,81,81
3077,경상남도,합천군,삼가면,81,80
3078,경상남도,합천군,가회면,79,81
3079,경상남도,합천군,대병면,79,83
3080,경상남도,합천군,용주면,81,83
3081,제주특별자치도,제주시,한림읍,48,36
3082,제주특별자치도,제주시,애월읍,49,37
3083,제주특별자치도,제주시,구좌읍,59,38
3084,제주특별자치도,제주시,조천읍,55,39
3085,제주특별자치도,제주시,한경면,46,35
3086,제주특별자치도,제주시,추자면,48,48
3087,제주특별자치도,제주시,우도면,60,38
3088,제주특별자치도,제주시,일도1동,53,38
3089,제주특별자치도,제주시,일도2동,53,38
3090,제주특별자치도,제주시,이도1동,53,38
3091,제주특별자치도,제주시,이도2동,53,38
3092,제주특별자치도,제주시,삼도1동,53,38
3093,제주특별자치도,제주시,삼도2동,53,38
3094,제주특별자치도,제주시,용담1동,52,38
3095,제주특별자치도,제주시,용담2동,52,38
3096,제주특별자치도,제주시,건입동,53,38
3097,제주특별자치도,제주시,화북동,53,38
3098,제주특별자치도,제주시,삼양동,54,38
3099,제주특별자치도,제주시,봉개동,54,38
3100,제주특별자치도,제주시,아라동,53,37
3101,제주특별자치도,제주시,오라동,52,38
3102,제주특별자치도,제주시,연동,52,38
3103,제주특별자치도,제주시,노형동,52,38
3104,제주특별자치도,제주시,외도동,51,38
3105,제주특별자치도,제주시,이호동,51,38
3106,제주특별자치도,제주시,도두동,52,38
3107,제주특별자치도,서귀포시,대정읍/마라도포함,48,32
3108,제주특별자치도,서귀포시,남원읍,56,33
3109,제주특별자치도,서귀포시,성산읍,60,37
3110,제주특별자치도,서귀포시,안덕면,49,32
3111,제주특별자치도,서귀포시,표선면,58,34
3112,제주특별자치도,서귀포시,송산동,53,32
3113,제주특별자치도,서귀포시,정방동,53,32
3114,제주특별자치도,서귀포시,중앙동,53,32
3115,제주특별자치도,서귀포시,천지동,53,32
3116,제주특별자치도,서귀포시,효돈동,54,33
3117,제주특별자치도,서귀포시,영천동,54,33
3118,제주특별자치도,서귀포시,동홍동,53,33
3119,제주특별자치도,서귀포시,서홍동,53,33
3120,제주특별자치도,서귀포시,대륜동,52,32
3121,제주특별자치도,서귀포시,대천동,52,32
3122,제주특별자치도,서귀포시,중문동,51,32
3123,제주특별자치도,서귀포시,예래동,50,32
3124,강원특별자치도,춘천시,신북읍,73,135
3125,강원특별자치도,춘천시,동면,73,134
3126,강원특별자치도,춘천시,동산면,74,131
3127,강원특별자치도,춘천시,신동면,72,132
3128,강원특별자치도,춘천시,남면,70,130
3129,강원특별자치도,춘천시,서면,72,134
3130,강원특별자치도,춘천시,사북면,71,137
3131,강원특별자치도,춘천시,북산면,75,136
3132,강원특별자치도,춘천시,동내면,73,133
3133,강원특별자치도,춘천시,남산면,71,132
3134,강원특별자치도,춘천시,교동,73,134
3135,강원특별자치도,춘천시,조운동,73,134
3136,강원특별자치도,춘천시,약사명동,73,134
3137,강원특별자치도,춘천시,근화동,72,134
3138,강원특별자치도,춘천시,소양동,73,134
3139,강원특별자치도,춘천시,후평1동,73,134
3140,강원특별자치도,춘천시,후평2동,73,134
3141,강원특별자치도,춘천시,후평3동,73,134
3142,강원특별자치도,춘천시,효자1동,73,133
3143,강원특별자치도,춘천시,효자2동,73,133
3144,강원특별자치도,춘천시,효자3동,73,134
3145,강원특별자치도,춘천시,석사동,73,133
3146,강원특별자치도,춘천시,퇴계동,73,133
3147,강원특별자치도,춘천시,강남동,72,133
3148,강원특별자치도,춘천시,신사우동,73,134
3149,강원특별자치도,원주시,문막읍,74,121
3150,강원특별자치도,원주시,소초면,78,124
3151,강원특별자치도,원주시,호저면,76,124
3152,강원특별자치도,원주시,지정면,75,122
3153,강원특별자치도,원주시,부론면,73,119
3154,강원특별자치도,원주시,귀래면,76,118
3155,강원특별자치도,원주시,흥업면,76,121
3156,강원특별자치도,원주시,판부면,78,121
3157,강원특별자치도,원주시,신림면,79,120
3158,강원특별자치도,원주시,중앙동,77,122
3159,강원특별자치도,원주시,원인동,77,122
3160,강원특별자치도,원주시,개운동,77,122
3161,강원특별자치도,원주시,명륜1동,77,122
3162,강원특별자치도,원주시,명륜2동,77,122
3163,강원특별자치도,원주시,단구동,77,122
3164,강원특별자치도,원주시,일산동,77,122
3165,강원특별자치도,원주시,학성동,77,122
3166,강원특별자치도,원주시,단계동,76,122
3167,강원특별자치도,원주시,우산동,76,123
3168,강원특별자치도,원주시,태장1동,77,122
3169,강원특별자치도,원주시,태장2동,77,123
3170,강원특별자치도,원주시,봉산동,77,122
3171,강원특별자치도,원주시,행구동,77,122
3172,강원특별자치도,원주시,무실동,76,122
3173,강원특별자치도,원주시,반곡관설동,77,122
3174,강원특별자치도,강릉시,주문진읍,91,134
3175,강원특별자치도,강릉시,성산면,92,131
3176,강원특별자치도,강릉시,왕산면,92,130
3177,강원특별자치도,강릉시,구정면,92,131
3178,강원특별자치도,강릉시,강동면,94,131
3179,강원특별자치도,강릉시,옥계면,95,129
3180,강원특별자치도,강릉시,사천면,92,133
3181,강원특별자치도,강릉시,연곡면,92,134
3182,강원특별자치도,강릉시,홍제동,92,131
3183,강원특별자치도,강릉시,중앙동,93,132
3184,강원특별자치도,강릉시,옥천동,93,132
3185,강원특별자치도,강릉시,교1동,92,132
3186,강원특별자치도,강릉시,교2동,93,132
3187,강원특별자치도,강릉시,포남1동,93,132
3188,강원특별자치도,강릉시,포남2동,93,132
3189,강원특별자치도,강릉시,초당동,93,132
3190,강원특별자치도,강릉시,송정동,93,132
3191,강원특별자치도,강릉시,내곡동,92,131
3192,강원특별자치도,강릉시,강남동,93,131
3193,강원특별자치도,강릉시,성덕동,93,132
3194,강원특별자치도,강릉시,경포동,92,132
3195,강원특별자치도,동해시,천곡동,97,127
3196,강원특별자치도,동해시,송정동,97,126
3197,강원특별자치도,동해시,북삼동,97,126
3198,강원특별자치도,동해시,부곡동,96,127
3199,강원특별자치도,동해시,동호동,96,127
3200,강원특별자치도,동해시,발한동,96,127
3201,강원특별자치도,동해시,묵호동,97,127
3202,강원특별자치도,동해시,북평동,97,126
3203,강원특별자치도,동해시,망상동,96,127
3204,강원특별자치도,동해시,삼화동,96,126
3205,강원특별자치도,태백시,황지동,95,119
3206,강원특별자치도,태백시,황연동,95,119
3207,강원특별자치도,태백시,삼수동,95,119
3208,강원특별자치도,태백시,상장동,95,119
3209,강원특별자치도,태백시,문곡소도동,94,118
3210,강원특별자치도,태백시,장성동,95,117
3211,강원특별자치도,태백시,구문소동,95,117
3212,강원특별자치도,태백시,철암동,96,118
3213,강원특별자치도,속초시,영랑동,87,141
3214,강원특별자치도,속초시,동명동,87,141
3215,강원특별자치도,속초시,금호동,87,141
3216,강원특별자치도,속초시,교동,87,141
3217,강원특별자치도,속초시,노학동,87,141
3218,강원특별자치도,속초시,조양동,87,141
3219,강원특별자치도,속초시,청호동,87,141
3220,강원특별자치도,속초시,대포동,87,140
3221,강원특별자치도,삼척시,도계읍,96,120
3222,강원특별자치도,삼척시,원덕읍,101,119
3223,강원특별자치도,삼척시,근덕면,99,124
3224,강원특별자치도,삼척시,하장면,94,123
3225,강원특별자치도,삼척시,노곡면,98,123
3226,강원특별자치도,삼척시,미로면,97,124
3227,강원특별자치도,삼척시,가곡면,98,119
3228,강원특별자치도,삼척시,신기면,96,123
3229,강원특별자치도,삼척시,남양동,98,125
3230,강원특별자치도,삼척시,교동,98,125
3231,강원특별자치도,삼척시,정라동,98,125
3232,강원특별자치도,삼척시,성내동,97,125
3233,강원특별자치도,홍천군,홍천읍,75,130
3234,강원특별자치도,홍천군,화촌면,77,131
3235,강원특별자치도,홍천군,두촌면,78,134
3236,강원특별자치도,홍천군,내촌면,79,132
3237,강원특별자치도,홍천군,서석면,81,130
3238,강원특별자치도,홍천군,영귀미면,76,129
3239,강원특별자치도,홍천군,남면,73,128
3240,강원특별자치도,홍천군,서면,72,129
3241,강원특별자치도,홍천군,북방면,75,130
3242,강원특별자치도,홍천군,내면,84,132
3243,강원특별자치도,횡성군,횡성읍,77,125
3244,강원특별자치도,횡성군,우천면,79,125
3245,강원특별자치도,횡성군,안흥면,80,124
3246,강원특별자치도,횡성군,둔내면,81,126
3247,강원특별자치도,횡성군,갑천면,79,127
3248,강원특별자치도,횡성군,청일면,80,127
3249,강원특별자치도,횡성군,공근면,77,126
3250,강원특별자치도,횡성군,서원면,75,125
3251,강원특별자치도,횡성군,강림면,80,123
3252,강원특별자치도,영월군,영월읍,86,119
3253,강원특별자치도,영월군,상동읍,92,118
3254,강원특별자치도,영월군,산솔면,89,118
3255,강원특별자치도,영월군,김삿갓면,88,118
3256,강원특별자치도,영월군,북면,85,120
3257,강원특별자치도,영월군,남면,85,119
3258,강원특별자치도,영월군,한반도면,83,120
3259,강원특별자치도,영월군,주천면,82,121
3260,강원특별자치도,영월군,무릉도원면,82,121
3261,강원특별자치도,평창군,평창읍,84,123
3262,강원특별자치도,평창군,미탄면,86,122
3263,강원특별자치도,평창군,방림면,84,124
3264,강원특별자치도,평창군,대화면,85,126
3265,강원특별자치도,평창군,봉평면,84,128
3266,강원특별자치도,평창군,용평면,85,128
3267,강원특별자치도,평창군,진부면,87,129
3268,강원특별자치도,평창군,대관령면,89,130
3269,강원특별자치도,정선군,정선읍,89,123
3270,강원특별자치도,정선군,고한읍,92,120
3271,강원특별자치도,정선군,사북읍,92,120
3272,강원특별자치도,정선군,신동읍,89,120
3273,강원특별자치도,정선군,남면,90,121
3274,강원특별자치도,정선군,북평면,89,125
3275,강원특별자치도,정선군,임계면,92,126
3276,강원특별자치도,정선군,화암면,91,123
3277,강원특별자치도,정선군,여량면,90,125
3278,강원특별자치도,철원군,철원읍,64,141
3279,강원특별자치도,철원군,김화읍,67,142
3280,강원특별자치도,철원군,갈말읍,65,139
3281,강원특별자치도,철원군,동송읍,64,141
3282,강원특별자치도,철원군,서면,67,140
3283,강원특별자치도,철원군,근남면,68,141
3284,강원특별자치도,철원군,근북면,67,143
3285,강원특별자치도,철원군,근동면,69,143
3286,강원특별자치도,철원군,원동면,73,143
3287,강원특별자치도,철원군,원남면,71,143
3288,강원특별자치도,철원군,임남면,75,143
3289,강원특별자치도,화천군,화천읍,72,139
3290,강원특별자치도,화천군,간동면,74,137
3291,강원특별자치도,화천군,하남면,71,138
3292,강원특별자치도,화천군,상서면,71,140
3293,강원특별자치도,화천군,사내면,69,138
3294,강원특별자치도,양구군,양구읍,77,139
3295,강원특별자치도,양구군,국토정중앙면,78,139
3296,강원특별자치도,양구군,동면,78,141
3297,강원특별자치도,양구군,방산면,76,141
3298,강원특별자치도,양구군,해안면,79,143
3299,강원특별자치도,인제군,인제읍,80,138
3300,강원특별자치도,인제군,남면,79,136
3301,강원특별자치도,인제군,북면,81,139
3302,강원특별자치도,인제군,기린면,83,136
3303,강원특별자치도,인제군,서화면,81,141
3304,강원특별자치도,인제군,상남면,82,134
3305,강원특별자치도,고성군,간성읍,85,145
3306,강원특별자치도,고성군,거진읍,85,146
3307,강원특별자치도,고성군,현내면,84,147
3308,강원특별자치도,고성군,죽왕면,86,144
3309,강원특별자치도,고성군,토성면,87,142
3310,강원특별자치도,고성군,수동면,82,146
3311,강원특별자치도,양양군,양양읍,88,138
3312,강원특별자치도,양양군,서면,87,138
3313,강원특별자치도,양양군,손양면,88,138
3314,강원특별자치도,양양군,현북면,89,137
